transaction_id,portfolio_id,instrument_id,counterparty_id,trade_dt,settlement_dt,transaction_type,quantity,price,gross_amount,fees_amount,net_amount,currency_code
TXN00500059,PORT005,INS0013,CP008,2025-11-11,2025-11-13,BUY,337,32.6601,11006.45,9.2,10997.25,GBP
TXN00500060,PORT005,INS0037,CP001,2026-02-26,2026-02-28,BUY,479,54.7565,26228.36,27.39,26200.97,USD
TXN00500061,PORT005,INS0023,CP011,2026-01-02,2026-01-04,BUY,191,52.9129,10106.36,28.96,10077.4,EUR
TXN00500062,PORT005,INS0012,CP008,2025-07-19,2025-07-21,SELL,433,10.5207,4555.46,10.05,4545.41,EUR
TXN00500063,PORT005,INS0029,CP010,2025-04-27,2025-04-29,SELL,213,24.2466,5164.53,4.57,5159.96,USD
TXN00500064,PORT005,INS0024,CP012,2025-07-03,2025-07-05,BUY,437,64.2964,28097.53,14.59,28082.94,INR
TXN00500065,PORT005,INS0023,CP007,2025-12-07,2025-12-09,SELL,58,51.2889,2974.76,7.91,2966.85,INR
TXN00500066,PORT005,INS0015,CP005,2025-05-21,2025-05-23,BUY,448,29.461,13198.53,38.68,13159.85,EUR
TXN00500067,PORT005,INS0009,CP010,2025-11-16,2025-11-18,BUY,458,32.0556,14681.46,20.19,14661.27,USD
TXN00500068,PORT005,INS0040,CP004,2026-02-27,2026-03-01,SELL,289,59.1439,17092.59,24.09,17068.5,USD
TXN00500069,PORT005,INS0040,CP011,2026-02-13,2026-02-15,SELL,286,55.2071,15789.23,40.85,15748.38,GBP
TXN00500070,PORT005,INS0004,CP006,2025-05-22,2025-05-24,BUY,42,38.1378,1601.79,2.82,1598.97,INR
TXN00500071,PORT005,INS0005,CP004,2025-08-30,2025-09-01,BUY,125,41.0341,5129.26,14.49,5114.77,EUR
TXN00500072,PORT005,INS0023,CP005,2026-04-13,2026-04-15,BUY,212,49.8027,10558.17,17.46,10540.71,USD
TXN00500073,PORT005,INS0048,CP010,2025-11-14,2025-11-16,BUY,258,36.563,9433.25,19.95,9413.3,INR
TXN00500074,PORT005,INS0041,CP002,2026-02-16,2026-02-18,SELL,390,16.5283,6446.04,15.27,6430.77,INR
TXN00500075,PORT005,INS0027,CP003,2026-01-07,2026-01-09,SELL,143,16.7608,2396.79,1.74,2395.05,INR
TXN00500076,PORT005,INS0030,CP002,2025-10-11,2025-10-13,BUY,278,52.81,14681.18,37.2,14643.98,EUR
TXN00500077,PORT005,INS0050,CP003,2025-12-09,2025-12-11,SELL,267,51.0637,13634.01,29.71,13604.3,GBP
TXN00500078,PORT005,INS0001,CP012,2025-05-30,2025-06-01,BUY,415,11.3528,4711.41,4.66,4706.75,GBP
TXN00500079,PORT005,INS0034,CP012,2025-04-22,2025-04-24,SELL,119,41.7448,4967.63,12.13,4955.5,EUR
TXN00500080,PORT005,INS0024,CP012,2025-11-10,2025-11-12,SELL,362,72.0636,26087.02,38.98,26048.04,INR
TXN00500081,PORT005,INS0045,CP012,2025-10-14,2025-10-16,BUY,241,7.3456,1770.29,3.09,1767.2,EUR
TXN00500082,PORT005,INS0014,CP006,2025-06-13,2025-06-15,BUY,23,13.9064,319.85,0.61,319.24,INR
TXN00500083,PORT005,INS0026,CP005,2025-12-11,2025-12-13,SELL,475,63.9104,30357.44,54.05,30303.39,EUR
TXN00500084,PORT005,INS0004,CP009,2025-10-08,2025-10-10,SELL,442,40.3739,17845.26,52.78,17792.48,INR
TXN00500085,PORT005,INS0019,CP004,2026-02-04,2026-02-06,SELL,31,18.4718,572.63,0.48,572.15,EUR
TXN00500086,PORT005,INS0013,CP002,2025-04-25,2025-04-27,SELL,207,29.2645,6057.75,13.16,6044.59,EUR
TXN00500087,PORT005,INS0037,CP010,2025-05-11,2025-05-13,BUY,150,49.9797,7496.95,18.85,7478.1,EUR
TXN00500088,PORT005,INS0008,CP001,2026-02-09,2026-02-11,SELL,95,61.0509,5799.84,6.36,5793.48,GBP
TXN00500089,PORT005,INS0050,CP010,2025-11-20,2025-11-22,SELL,62,47.74,2959.88,4.48,2955.4,GBP
TXN00500090,PORT005,INS0050,CP002,2025-09-29,2025-10-01,BUY,338,47.8647,16178.27,15.63,16162.64,EUR
TXN00500091,PORT005,INS0039,CP006,2025-12-19,2025-12-21,BUY,471,5.9856,2819.22,2.89,2816.33,USD
TXN00500092,PORT005,INS0046,CP006,2025-10-17,2025-10-19,BUY,18,27.658,497.84,1.07,496.77,USD
TXN00500093,PORT005,INS0046,CP001,2026-03-14,2026-03-16,BUY,272,33.5901,9136.51,14.72,9121.79,GBP
TXN00500094,PORT005,INS0048,CP004,2025-12-26,2025-12-28,SELL,350,35.0122,12254.27,27.98,12226.29,INR
TXN00500095,PORT005,INS0032,CP001,2025-12-27,2025-12-29,SELL,176,57.2992,10084.66,21.82,10062.84,EUR
TXN00500096,PORT005,INS0035,CP009,2026-01-29,2026-01-31,SELL,196,10.5306,2064.0,2.54,2061.46,INR
TXN00500097,PORT005,INS0049,CP006,2025-05-21,2025-05-23,BUY,281,26.4738,7439.14,18.77,7420.37,EUR
TXN00500098,PORT005,INS0039,CP009,2026-01-15,2026-01-17,SELL,372,5.8676,2182.75,5.87,2176.88,EUR
TXN00500099,PORT005,INS0028,CP010,2025-09-22,2025-09-24,SELL,164,44.4279,7286.18,18.42,7267.76,USD
TXN00500100,PORT005,INS0042,CP005,2025-11-04,2025-11-06,BUY,218,46.1,10049.8,10.01,10039.79,GBP
TXN00500101,PORT005,INS0021,CP006,2026-03-31,2026-04-02,SELL,242,49.4201,11959.66,16.52,11943.14,EUR
TXN00500102,PORT005,INS0030,CP010,2025-12-21,2025-12-23,BUY,274,49.1157,13457.7,31.17,13426.53,GBP
TXN00500103,PORT005,INS0035,CP010,2025-10-17,2025-10-19,BUY,437,10.2376,4473.83,10.82,4463.01,GBP
TXN00500104,PORT005,INS0050,CP004,2025-09-07,2025-09-09,BUY,344,45.7982,15754.58,26.75,15727.83,EUR
TXN00500105,PORT005,INS0043,CP011,2026-03-21,2026-03-23,BUY,175,15.0269,2629.71,5.46,2624.25,EUR
TXN00500106,PORT005,INS0018,CP012,2025-12-12,2025-12-14,SELL,57,56.1751,3201.98,2.0,3199.98,GBP
TXN00500107,PORT005,INS0043,CP002,2025-07-17,2025-07-19,BUY,53,12.7313,674.76,1.19,673.57,GBP
TXN00500108,PORT005,INS0013,CP001,2026-02-27,2026-03-01,BUY,308,29.6052,9118.4,7.1,9111.3,USD
TXN00500109,PORT005,INS0027,CP011,2026-01-10,2026-01-12,BUY,375,16.6953,6260.74,9.55,6251.19,INR
TXN00500110,PORT005,INS0043,CP010,2025-11-23,2025-11-25,SELL,404,13.1638,5318.18,15.2,5302.98,EUR
TXN00500111,PORT005,INS0010,CP004,2025-05-28,2025-05-30,SELL,369,53.1829,19624.49,10.29,19614.2,GBP
TXN00500112,PORT005,INS0036,CP007,2025-12-28,2025-12-30,BUY,87,27.0565,2353.92,6.12,2347.8,USD
TXN00500113,PORT005,INS0040,CP006,2025-11-24,2025-11-26,BUY,328,69.102,22665.46,34.34,22631.12,USD
TXN00500114,PORT005,INS0050,CP002,2026-02-04,2026-02-06,SELL,221,53.414,11804.49,32.4,11772.09,GBP
TXN00500115,PORT005,INS0001,CP009,2025-12-15,2025-12-17,BUY,102,13.9939,1427.38,2.33,1425.05,USD
TXN00500116,PORT005,INS0039,CP005,2025-07-05,2025-07-07,SELL,34,6.5482,222.64,0.66,221.98,INR
TXN00500117,PORT005,INS0050,CP008,2025-11-21,2025-11-23,SELL,444,47.6886,21173.74,20.23,21153.51,EUR
TXN00500118,PORT005,INS0025,CP005,2025-12-09,2025-12-11,BUY,286,24.492,7004.71,9.83,6994.88,INR
TXN00500119,PORT005,INS0043,CP006,2025-05-05,2025-05-07,SELL,361,13.2868,4796.53,13.56,4782.97,INR
TXN00500120,PORT005,INS0014,CP005,2026-03-20,2026-03-22,BUY,182,11.153,2029.85,1.59,2028.26,EUR
TXN00500121,PORT005,INS0024,CP007,2025-10-02,2025-10-04,BUY,491,61.6182,30254.54,61.72,30192.82,EUR
TXN00500122,PORT005,INS0037,CP008,2025-10-29,2025-10-31,SELL,333,52.0786,17342.17,10.12,17332.05,INR
TXN00500123,PORT005,INS0004,CP004,2025-11-29,2025-12-01,SELL,14,46.2281,647.19,1.58,645.61,EUR
TXN00500124,PORT005,INS0035,CP012,2025-10-11,2025-10-13,BUY,62,10.2806,637.4,0.91,636.49,USD
TXN00500125,PORT005,INS0005,CP006,2025-04-25,2025-04-27,BUY,94,53.4131,5020.83,5.86,5014.97,INR
TXN00500126,PORT005,INS0004,CP012,2026-02-03,2026-02-05,SELL,460,51.2552,23577.39,17.19,23560.2,GBP
TXN00500127,PORT005,INS0029,CP005,2026-01-17,2026-01-19,SELL,400,18.0067,7202.68,21.3,7181.38,GBP
TXN00500128,PORT005,INS0042,CP006,2025-10-30,2025-11-01,SELL,95,47.5498,4517.23,11.96,4505.27,EUR
TXN00500129,PORT005,INS0043,CP002,2025-12-05,2025-12-07,BUY,394,12.8171,5049.94,5.31,5044.63,USD
TXN00500130,PORT005,INS0003,CP011,2026-01-31,2026-02-02,BUY,403,36.6092,14753.51,43.53,14709.98,USD
TXN00500131,PORT005,INS0035,CP003,2026-02-03,2026-02-05,SELL,192,10.906,2093.95,5.2,2088.75,INR
TXN00500132,PORT005,INS0005,CP007,2025-07-11,2025-07-13,SELL,119,49.4739,5887.39,4.06,5883.33,EUR
TXN00500133,PORT005,INS0024,CP003,2025-10-25,2025-10-27,SELL,45,64.1603,2887.21,6.64,2880.57,USD
TXN00500134,PORT005,INS0030,CP003,2025-06-15,2025-06-17,SELL,211,50.5728,10670.86,8.79,10662.07,INR
TXN00500135,PORT005,INS0011,CP010,2026-01-13,2026-01-15,SELL,215,23.4398,5039.56,10.24,5029.32,INR
TXN00500136,PORT005,INS0019,CP003,2025-08-20,2025-08-22,BUY,64,18.5244,1185.56,0.9,1184.66,EUR
TXN00500137,PORT005,INS0007,CP001,2025-08-30,2025-09-01,BUY,357,44.4857,15881.39,39.83,15841.56,GBP
TXN00500138,PORT005,INS0002,CP008,2026-01-28,2026-01-30,BUY,291,33.6798,9800.82,11.1,9789.72,USD
TXN00500139,PORT005,INS0017,CP004,2026-03-16,2026-03-18,BUY,424,137.5091,58303.86,127.95,58175.91,GBP
TXN00500140,PORT005,INS0016,CP010,2025-11-14,2025-11-16,BUY,481,44.5517,21429.37,17.91,21411.46,USD
TXN00500141,PORT005,INS0006,CP001,2025-04-24,2025-04-26,SELL,290,29.5726,8576.05,8.86,8567.19,EUR
TXN00500142,PORT005,INS0004,CP004,2025-11-24,2025-11-26,SELL,175,45.9817,8046.8,7.33,8039.47,USD
TXN00500143,PORT005,INS0020,CP001,2025-10-29,2025-10-31,SELL,175,10.8654,1901.44,4.94,1896.5,INR
TXN00500144,PORT005,INS0014,CP010,2025-05-21,2025-05-23,BUY,223,15.0608,3358.56,2.31,3356.25,EUR
TXN00500145,PORT005,INS0030,CP005,2026-03-14,2026-03-16,SELL,166,51.1487,8490.68,17.23,8473.45,INR
TXN00500146,PORT005,INS0039,CP004,2025-05-18,2025-05-20,BUY,404,6.665,2692.66,5.65,2687.01,EUR
TXN00500147,PORT005,INS0010,CP003,2025-12-11,2025-12-13,BUY,266,72.2092,19207.65,12.53,19195.12,EUR
TXN00500148,PORT005,INS0049,CP010,2026-03-03,2026-03-05,SELL,285,48.9865,13961.15,11.02,13950.13,INR
TXN00500149,PORT005,INS0023,CP011,2025-12-12,2025-12-14,SELL,35,50.615,1771.53,1.63,1769.9,EUR
TXN00500150,PORT005,INS0011,CP004,2026-03-31,2026-04-02,SELL,361,20.8937,7542.63,10.43,7532.2,INR
TXN00600001,PORT006,INS0046,CP001,2025-07-23,2025-07-25,BUY,235,28.6434,6731.2,19.64,6711.56,GBP
TXN00600002,PORT006,INS0015,CP012,2025-08-07,2025-08-09,SELL,116,24.8869,2886.88,2.2,2884.68,EUR
TXN00600003,PORT006,INS0017,CP008,2025-11-11,2025-11-13,BUY,53,120.6123,6392.45,17.17,6375.28,GBP
TXN00600004,PORT006,INS0014,CP008,2026-01-11,2026-01-13,SELL,394,11.4902,4527.14,2.56,4524.58,INR
TXN00600005,PORT006,INS0013,CP005,2025-07-18,2025-07-20,SELL,86,34.0742,2930.38,6.37,2924.01,EUR
TXN00600006,PORT006,INS0039,CP011,2026-04-09,2026-04-11,BUY,452,5.5484,2507.88,3.51,2504.37,GBP
TXN00600007,PORT006,INS0007,CP003,2025-04-26,2025-04-28,SELL,420,41.27,17333.4,20.45,17312.95,EUR
TXN00600008,PORT006,INS0026,CP004,2025-09-23,2025-09-25,SELL,43,56.4137,2425.79,4.54,2421.25,GBP
TXN00600009,PORT006,INS0030,CP003,2025-07-25,2025-07-27,BUY,251,50.1981,12599.72,9.98,12589.74,USD
TXN00600010,PORT006,INS0038,CP001,2025-04-27,2025-04-29,BUY,114,17.4524,1989.57,5.08,1984.49,INR
TXN00600011,PORT006,INS0020,CP001,2025-07-29,2025-07-31,SELL,82,10.9827,900.58,1.3,899.28,INR
TXN00600012,PORT006,INS0041,CP003,2025-10-03,2025-10-05,BUY,427,14.5976,6233.18,9.99,6223.19,INR
TXN00600013,PORT006,INS0026,CP010,2026-04-09,2026-04-11,BUY,459,56.711,26030.35,45.99,25984.36,EUR
TXN00600014,PORT006,INS0018,CP008,2025-06-20,2025-06-22,SELL,302,43.7785,13221.11,27.65,13193.46,INR
TXN00600015,PORT006,INS0020,CP003,2025-09-16,2025-09-18,BUY,68,10.5083,714.56,0.94,713.62,USD
TXN00600016,PORT006,INS0039,CP012,2025-11-20,2025-11-22,BUY,62,6.1273,379.89,0.73,379.16,USD
TXN00600017,PORT006,INS0030,CP003,2026-02-14,2026-02-16,SELL,126,52.478,6612.23,4.99,6607.24,GBP
TXN00600018,PORT006,INS0011,CP003,2026-04-16,2026-04-18,SELL,479,21.6267,10359.19,27.99,10331.2,GBP
TXN00600019,PORT006,INS0038,CP010,2025-05-19,2025-05-21,SELL,255,18.2151,4644.85,11.53,4633.32,INR
TXN00600020,PORT006,INS0017,CP011,2026-04-07,2026-04-09,BUY,170,136.5136,23207.31,65.87,23141.44,EUR
TXN00600021,PORT006,INS0038,CP006,2026-03-16,2026-03-18,BUY,201,21.7257,4366.87,5.58,4361.29,GBP
TXN00600022,PORT006,INS0013,CP003,2026-02-16,2026-02-18,SELL,183,30.842,5644.09,4.74,5639.35,GBP
TXN00600023,PORT006,INS0024,CP009,2025-10-26,2025-10-28,BUY,422,64.9793,27421.26,60.98,27360.28,EUR
TXN00600024,PORT006,INS0044,CP001,2025-08-22,2025-08-24,SELL,170,26.4179,4491.04,2.36,4488.68,INR
TXN00600025,PORT006,INS0009,CP003,2025-11-29,2025-12-01,SELL,199,32.6374,6494.84,13.35,6481.49,EUR
TXN00600026,PORT006,INS0029,CP012,2025-09-09,2025-09-11,SELL,393,25.272,9931.9,5.83,9926.07,USD
TXN00600027,PORT006,INS0026,CP010,2025-04-26,2025-04-28,BUY,327,43.694,14287.94,13.75,14274.19,USD
TXN00600028,PORT006,INS0032,CP012,2025-05-10,2025-05-12,SELL,318,54.5574,17349.25,46.71,17302.54,USD
TXN00600029,PORT006,INS0044,CP012,2025-06-10,2025-06-12,SELL,305,23.7187,7234.2,13.66,7220.54,INR
TXN00600030,PORT006,INS0040,CP003,2025-06-25,2025-06-27,SELL,48,46.6907,2241.15,5.16,2235.99,EUR
TXN00600031,PORT006,INS0004,CP008,2025-08-18,2025-08-20,SELL,161,43.9952,7083.23,8.55,7074.68,GBP
TXN00600032,PORT006,INS0046,CP001,2025-07-26,2025-07-28,SELL,405,28.8093,11667.77,16.06,11651.71,EUR
TXN00600033,PORT006,INS0004,CP004,2025-05-13,2025-05-15,BUY,92,40.3634,3713.43,7.39,3706.04,GBP
TXN00600034,PORT006,INS0048,CP001,2025-11-11,2025-11-13,BUY,15,37.0693,556.04,1.55,554.49,USD
TXN00600035,PORT006,INS0027,CP002,2025-06-25,2025-06-27,BUY,253,18.175,4598.28,5.28,4593.0,INR
TXN00600036,PORT006,INS0046,CP003,2025-06-02,2025-06-04,BUY,36,28.5328,1027.18,0.65,1026.53,EUR
TXN00600037,PORT006,INS0006,CP002,2025-10-30,2025-11-01,SELL,203,24.6191,4997.68,4.04,4993.64,INR
TXN00600038,PORT006,INS0043,CP004,2026-03-14,2026-03-16,SELL,262,14.451,3786.16,7.04,3779.12,INR
TXN00600039,PORT006,INS0020,CP011,2025-09-18,2025-09-20,SELL,365,10.6087,3872.18,5.32,3866.86,USD
TXN00600040,PORT006,INS0012,CP002,2025-05-22,2025-05-24,BUY,176,10.0341,1766.0,3.86,1762.14,GBP
TXN00600041,PORT006,INS0021,CP008,2026-04-11,2026-04-13,SELL,15,50.6323,759.48,0.38,759.1,GBP
TXN00600042,PORT006,INS0041,CP009,2025-10-26,2025-10-28,SELL,496,13.9987,6943.36,18.6,6924.76,GBP
TXN00600043,PORT006,INS0018,CP010,2025-09-19,2025-09-21,SELL,244,49.1452,11991.43,12.67,11978.76,GBP
TXN00600044,PORT006,INS0026,CP011,2026-02-16,2026-02-18,BUY,389,61.5105,23927.58,62.11,23865.47,INR
TXN00600045,PORT006,INS0009,CP002,2026-01-08,2026-01-10,SELL,197,30.647,6037.46,15.86,6021.6,EUR
TXN00600046,PORT006,INS0022,CP003,2025-06-13,2025-06-15,BUY,396,42.0458,16650.14,43.68,16606.46,GBP
TXN00600047,PORT006,INS0037,CP006,2025-09-18,2025-09-20,SELL,232,48.4116,11231.49,12.91,11218.58,GBP
TXN00600048,PORT006,INS0043,CP009,2025-10-28,2025-10-30,BUY,427,13.7892,5887.99,13.15,5874.84,INR
TXN00600049,PORT006,INS0041,CP005,2025-12-13,2025-12-15,BUY,335,14.6634,4912.24,7.87,4904.37,EUR
TXN00600050,PORT006,INS0004,CP009,2025-12-15,2025-12-17,BUY,20,48.9046,978.09,0.71,977.38,USD
TXN00600051,PORT006,INS0028,CP009,2026-01-02,2026-01-04,BUY,304,51.7433,15729.96,31.61,15698.35,USD
TXN00600052,PORT006,INS0006,CP002,2025-08-24,2025-08-26,SELL,215,24.6392,5297.43,9.54,5287.89,USD
TXN00600053,PORT006,INS0021,CP009,2026-03-19,2026-03-21,BUY,176,51.3302,9034.12,7.92,9026.2,USD
TXN00600054,PORT006,INS0002,CP011,2026-01-22,2026-01-24,SELL,64,31.9436,2044.39,5.44,2038.95,INR
TXN00600055,PORT006,INS0025,CP006,2026-03-23,2026-03-25,BUY,206,23.3551,4811.15,12.54,4798.61,INR
TXN00600056,PORT006,INS0016,CP004,2026-02-16,2026-02-18,BUY,97,46.0351,4465.4,9.27,4456.13,USD
TXN00600057,PORT006,INS0010,CP007,2025-09-22,2025-09-24,SELL,482,61.7375,29757.47,75.38,29682.09,GBP
TXN00600058,PORT006,INS0018,CP006,2025-12-14,2025-12-16,SELL,48,58.1583,2791.6,4.65,2786.95,EUR
TXN00600059,PORT006,INS0046,CP007,2025-06-17,2025-06-19,BUY,127,27.7663,3526.32,5.75,3520.57,EUR
TXN00600060,PORT006,INS0031,CP001,2025-05-16,2025-05-18,BUY,64,37.4934,2399.58,3.34,2396.24,EUR
TXN00600061,PORT006,INS0019,CP001,2026-02-16,2026-02-18,SELL,130,17.5049,2275.64,4.05,2271.59,GBP
TXN00600062,PORT006,INS0024,CP009,2025-06-07,2025-06-09,BUY,242,59.6131,14426.37,29.06,14397.31,USD
TXN00600063,PORT006,INS0044,CP012,2025-07-30,2025-08-01,SELL,357,23.4737,8380.11,21.15,8358.96,EUR
TXN00600064,PORT006,INS0012,CP007,2025-05-27,2025-05-29,SELL,111,9.6277,1068.67,2.99,1065.68,EUR
TXN00600065,PORT006,INS0003,CP007,2025-09-26,2025-09-28,BUY,234,35.2884,8257.49,15.76,8241.73,GBP
TXN00600066,PORT006,INS0046,CP003,2026-03-23,2026-03-25,SELL,377,33.7244,12714.1,36.19,12677.91,EUR
TXN00600067,PORT006,INS0024,CP001,2026-02-16,2026-02-18,SELL,351,82.787,29058.24,67.44,28990.8,USD
TXN00600068,PORT006,INS0031,CP012,2025-05-02,2025-05-04,BUY,398,35.5696,14156.7,25.0,14131.7,EUR
TXN00600069,PORT006,INS0050,CP006,2025-06-15,2025-06-17,BUY,94,42.3685,3982.64,5.05,3977.59,USD
TXN00600070,PORT006,INS0013,CP002,2026-02-24,2026-02-26,SELL,500,31.1108,15555.4,39.34,15516.06,GBP
TXN00600071,PORT006,INS0012,CP011,2026-03-12,2026-03-14,BUY,305,10.032,3059.76,6.25,3053.51,GBP
TXN00600072,PORT006,INS0001,CP009,2025-08-27,2025-08-29,BUY,257,12.0009,3084.23,7.36,3076.87,USD
TXN00600073,PORT006,INS0014,CP006,2025-07-18,2025-07-20,BUY,331,12.8205,4243.59,9.99,4233.6,INR
TXN00600074,PORT006,INS0031,CP001,2026-02-14,2026-02-16,BUY,182,50.0645,9111.74,19.74,9092.0,EUR
TXN00600075,PORT006,INS0032,CP008,2026-01-17,2026-01-19,SELL,353,59.6576,21059.13,22.64,21036.49,EUR
TXN00600076,PORT006,INS0017,CP004,2025-12-02,2025-12-04,BUY,299,127.6486,38166.93,66.75,38100.18,GBP
TXN00600077,PORT006,INS0036,CP001,2025-10-19,2025-10-21,SELL,493,30.2004,14888.8,26.61,14862.19,EUR
TXN00600078,PORT006,INS0047,CP007,2025-08-06,2025-08-08,SELL,232,34.1201,7915.86,15.5,7900.36,GBP
TXN00600079,PORT006,INS0030,CP006,2026-02-07,2026-02-09,BUY,247,48.7528,12041.94,27.66,12014.28,GBP
TXN00600080,PORT006,INS0042,CP004,2025-05-30,2025-06-01,SELL,17,54.5798,927.86,2.36,925.5,EUR
TXN00600081,PORT006,INS0017,CP008,2026-03-24,2026-03-26,SELL,415,132.6646,55055.81,121.23,54934.58,GBP
TXN00600082,PORT006,INS0031,CP005,2025-12-28,2025-12-30,BUY,196,53.2737,10441.65,16.93,10424.72,USD
TXN00600083,PORT006,INS0009,CP006,2025-11-05,2025-11-07,SELL,168,32.4822,5457.01,16.21,5440.8,EUR
TXN00600084,PORT006,INS0019,CP007,2025-09-15,2025-09-17,BUY,269,17.5188,4712.56,11.89,4700.67,USD
TXN00600085,PORT006,INS0008,CP006,2025-06-20,2025-06-22,BUY,106,59.5342,6310.63,18.64,6291.99,USD
TXN00600086,PORT006,INS0015,CP005,2025-07-15,2025-07-17,BUY,397,25.6279,10174.28,26.16,10148.12,USD
TXN00600087,PORT006,INS0009,CP010,2025-11-30,2025-12-02,SELL,249,32.6194,8122.23,14.94,8107.29,INR
TXN00600088,PORT006,INS0022,CP004,2026-03-07,2026-03-09,SELL,413,48.2835,19941.09,36.03,19905.06,USD
TXN00600089,PORT006,INS0043,CP012,2025-11-06,2025-11-08,SELL,209,14.1157,2950.18,6.03,2944.15,USD
TXN00600090,PORT006,INS0049,CP012,2026-01-25,2026-01-27,BUY,231,39.2971,9077.63,23.1,9054.53,GBP
TXN00600091,PORT006,INS0013,CP004,2025-08-07,2025-08-09,SELL,319,32.9888,10523.43,27.7,10495.73,EUR
TXN00600092,PORT006,INS0006,CP003,2025-10-07,2025-10-09,BUY,361,22.1588,7999.33,20.7,7978.63,INR
TXN00600093,PORT006,INS0006,CP012,2025-09-21,2025-09-23,SELL,236,21.6004,5097.69,9.93,5087.76,EUR
TXN00600094,PORT006,INS0037,CP003,2026-02-25,2026-02-27,SELL,387,54.8123,21212.36,34.66,21177.7,EUR
TXN00600095,PORT006,INS0006,CP002,2025-10-18,2025-10-20,SELL,243,22.5044,5468.57,14.46,5454.11,INR
TXN00600096,PORT006,INS0042,CP006,2025-09-30,2025-10-02,SELL,162,51.1641,8288.58,15.63,8272.95,INR
TXN00600097,PORT006,INS0003,CP003,2025-10-05,2025-10-07,SELL,153,33.6424,5147.29,5.0,5142.29,INR
TXN00600098,PORT006,INS0047,CP007,2026-01-21,2026-01-23,BUY,299,40.0568,11976.98,7.24,11969.74,GBP
TXN00600099,PORT006,INS0044,CP004,2025-05-08,2025-05-10,SELL,376,24.4472,9192.15,20.64,9171.51,EUR
TXN00600100,PORT006,INS0027,CP008,2025-05-11,2025-05-13,SELL,178,16.1318,2871.46,2.68,2868.78,USD
TXN00600101,PORT006,INS0047,CP003,2025-08-16,2025-08-18,BUY,435,32.3157,14057.33,16.52,14040.81,INR
TXN00600102,PORT006,INS0011,CP009,2025-09-08,2025-09-10,SELL,347,22.2387,7716.83,13.73,7703.1,GBP
TXN00600103,PORT006,INS0049,CP007,2026-04-05,2026-04-07,BUY,269,55.0481,14807.94,18.31,14789.63,EUR
TXN00600104,PORT006,INS0009,CP001,2026-01-31,2026-02-02,BUY,233,33.4215,7787.21,21.11,7766.1,GBP
TXN00600105,PORT006,INS0011,CP003,2025-08-19,2025-08-21,BUY,342,22.9783,7858.58,12.19,7846.39,GBP
TXN00600106,PORT006,INS0001,CP009,2025-08-30,2025-09-01,BUY,160,12.2873,1965.97,1.83,1964.14,INR
TXN00600107,PORT006,INS0033,CP008,2026-03-02,2026-03-04,BUY,370,29.3806,10870.82,17.44,10853.38,INR
TXN00600108,PORT006,INS0011,CP008,2026-04-01,2026-04-03,BUY,206,21.0944,4345.45,10.8,4334.65,EUR
TXN00600109,PORT006,INS0025,CP001,2025-07-10,2025-07-12,SELL,279,25.8013,7198.56,7.35,7191.21,EUR
TXN00600110,PORT006,INS0045,CP004,2025-07-26,2025-07-28,BUY,380,6.7476,2564.09,6.14,2557.95,USD
TXN00600111,PORT006,INS0049,CP004,2025-11-11,2025-11-13,BUY,477,34.3441,16382.14,17.15,16364.99,GBP
TXN00600112,PORT006,INS0006,CP008,2026-02-08,2026-02-10,BUY,470,29.6005,13912.24,25.99,13886.25,GBP
TXN00600113,PORT006,INS0031,CP001,2025-09-03,2025-09-05,BUY,222,44.6473,9911.7,20.94,9890.76,USD
TXN00600114,PORT006,INS0017,CP007,2025-10-30,2025-11-01,SELL,494,121.2649,59904.86,86.45,59818.41,INR
TXN00600115,PORT006,INS0026,CP003,2025-06-20,2025-06-22,SELL,343,44.6626,15319.27,38.88,15280.39,USD
TXN00600116,PORT006,INS0035,CP006,2025-10-21,2025-10-23,BUY,194,10.4229,2022.04,5.73,2016.31,USD
TXN00600117,PORT006,INS0040,CP009,2025-06-13,2025-06-15,BUY,202,46.7466,9442.81,7.02,9435.79,USD
TXN00600118,PORT006,INS0043,CP012,2025-11-27,2025-11-29,BUY,136,12.9655,1763.31,3.8,1759.51,INR
TXN00600119,PORT006,INS0027,CP011,2026-01-10,2026-01-12,BUY,485,16.6953,8097.22,5.61,8091.61,USD
TXN00600120,PORT006,INS0037,CP003,2026-01-18,2026-01-20,SELL,140,47.6364,6669.1,6.39,6662.71,EUR
TXN00600121,PORT006,INS0044,CP006,2025-06-10,2025-06-12,BUY,343,23.7187,8135.51,18.54,8116.97,INR
TXN00600122,PORT006,INS0044,CP012,2025-10-19,2025-10-21,BUY,63,27.3016,1720.0,2.97,1717.03,GBP
TXN00600123,PORT006,INS0017,CP007,2025-11-01,2025-11-03,SELL,409,121.5169,49700.41,103.63,49596.78,EUR
TXN00600124,PORT006,INS0049,CP011,2026-04-04,2026-04-06,SELL,173,54.4989,9428.31,25.46,9402.85,GBP
TXN00600125,PORT006,INS0045,CP010,2025-09-07,2025-09-09,BUY,377,6.4917,2447.37,2.96,2444.41,INR
TXN00600126,PORT006,INS0041,CP007,2026-04-16,2026-04-18,BUY,249,18.0183,4486.56,8.27,4478.29,EUR
TXN00600127,PORT006,INS0041,CP005,2026-04-09,2026-04-11,BUY,109,17.0574,1859.26,1.28,1857.98,USD
TXN00600128,PORT006,INS0041,CP012,2025-10-17,2025-10-19,SELL,462,14.3858,6646.24,12.58,6633.66,INR
